random_ID,Ch_gender,Deprivation,M_age,M_work,F_age,F_work,No_bedrooms,M_years_current_addr,M_owns_residence,M_education,M_work_hours,M_smoke,F_years_current_addr,F_owns_residence,F_education,F_work_hours,F_smoke,Cellphone,Landline,Internet,Hhld_income_cat,Hhld_income_value,No_usual_resdnt,Parents,Ch_Ethnicity,M_Ethnicity,F_Ethnicity,M_benefit,F_benefit
145,female,8,26,not in LF,24,part_time,3,26,not_owned,level_4,40,never,18,not_owned,level_2_3,20,ex_smoker,cellphone,landline,none,NA,NA,4,two,Pacific,Pacific,Maori,benefit,benefit
146,female,8,24,full_time,NA,NA,3,0,not_owned,none,0,ex_smoker,NA,NA,NA,0,NA,none,landline,internet,NA,NA,4,mother,Pacific,Pacific,NA,benefit,benefit
147,male,3,37,full_time,37,full_time,4,3,owns,post_grad,40,never,2,owns,degree,40,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
148,female,5,29,not in LF,31,not in LF,4,3,owns,degree,0,never,NA,owns,NA,0,NA,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,NA,benefit,benefit
149,female,10,25,not in LF,25,NA,2,0,not_owned,none,0,smoker,0,not_owned,NA,0,smoker,cellphone,none,none,7,22500,4,two,Maori,Maori,NA,benefit,benefit
150,male,10,28,full_time,NA,NA,3,4,not_owned,diploma,43,never,NA,NA,NA,0,NA,none,landline,internet,13,85000,9,mother,Pacific,Pacific,NA,benefit,benefit
151,male,2,27,not in LF,30,full_time,3,4,not_owned,none,0,never,0,not_owned,diploma,46,never,cellphone,landline,internet,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
152,male,3,36,not in LF,37,full_time,4,4,owns,degree,0,never,6,owns,degree,44,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
153,male,2,28,part_time,28,full_time,3,1,owns,diploma,14,never,1,owns,level_4,40,never,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
154,female,1,39,part_time,47,full_time,3,5,owns,post_grad,10,never,3,owns,degree,NA,ex_smoker,cellphone,landline,internet,14,100000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
155,male,4,33,part_time,35,full_time,6,0,owns,diploma,20,ex_smoker,5,owns,level_1,60,never,cellphone,landline,internet,13,85000,4,two,NZEuropean,NZEuropean,Other,benefit,benefit
156,male,1,33,full_time,38,full_time,3,5,owns,post_grad,16,never,0,not_owned,level_4,32,never,cellphone,landline,none,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
157,female,9,25,part_time,29,full_time,3,2,not_owned,level_1,24,smoker,2,not_owned,level_1,40,smoker,cellphone,none,none,10,37500,4,two,Maori,Maori,Maori,benefit,benefit
158,male,4,24,not in LF,39,full_time,2,0,NA,NA,0,never,3,not_owned,level_2_3,40,never,cellphone,landline,none,NA,NA,3,two,MELAA,MELAA,MELAA,benefit,benefit
159,male,10,31,not in LF,28,full_time,3,2,not_owned,level_2_3,0,never,0,not_owned,level_4,NA,never,cellphone,landline,internet,NA,NA,5,two,Pacific,Pacific,Pacific,benefit,benefit
160,female,7,29,part_time,30,full_time,3,0,not_owned,diploma,20,never,1,not_owned,level_4,38,never,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
161,male,7,34,not in LF,NA,NA,2,2,not_owned,level_1,0,smoker,NA,NA,NA,0,NA,cellphone,landline,internet,11,45000,3,mother,Maori,Maori,NA,benefit,benefit
162,female,2,24,not in LF,32,full_time,2,1,not_owned,level_4,0,ex_smoker,1,not_owned,level_1,40,smoker,cellphone,landline,none,10,37500,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
163,female,10,22,not in LF,22,full_time,4,0,not_owned,degree,0,never,0,not_owned,level_2_3,40,never,none,landline,internet,NA,NA,5,two,Maori,Maori,Pacific,benefit,benefit
164,male,7,32,part_time,47,full_time,3,2,not_owned,NA,0,smoker,0,owns,NA,36,never,cellphone,none,none,NA,NA,3,two,Maori,Maori,NA,benefit,benefit
165,female,4,33,not in LF,33,part_time,3,3,owns,level_2_3,0,never,NA,NA,degree,9,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NA,benefit,benefit
166,female,10,24,not in LF,NA,NA,4,1,not_owned,none,0,smoker,NA,NA,NA,0,NA,none,none,none,NA,NA,8,mother,Maori,Maori,NA,benefit,benefit
167,female,8,19,not in LF,NA,NA,3,0,not_owned,level_2_3,0,never,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,4,mother,Maori,Maori,NA,benefit,benefit
168,male,7,21,not in LF,36,full_time,3,4,not_owned,none,0,ex_smoker,NA,NA,NA,45,smoker,cellphone,landline,none,NA,NA,4,two,NZEuropean,NZEuropean,Maori,benefit,benefit
169,male,10,25,unemployed,34,full_time,4,0,not_owned,level_4,0,smoker,0,not_owned,NA,55,smoker,cellphone,none,none,NA,NA,6,two,Maori,Maori,Maori,benefit,benefit
170,female,2,39,part_time,39,NA,5,2,owns,degree,10,never,NA,NA,NA,20,NA,cellphone,landline,internet,6,17500,5,two,Asian,Asian,NA,benefit,benefit
171,female,10,23,full_time,NA,NA,3,NA,not_owned,NA,NA,smoker,NA,NA,NA,0,NA,none,none,none,NA,NA,4,mother,Maori,NZEuropean,NA,benefit,benefit
172,male,10,26,full_time,31,full_time,3,9,owns,diploma,35,never,3,owns,level_2_3,45,never,cellphone,landline,internet,9,32500,5,two,Maori,Maori,Maori,benefit,benefit
173,female,7,35,full_time,30,full_time,5,2,owns,diploma,40,ex_smoker,4,owns,level_2_3,60,smoker,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
174,male,8,23,not in LF,NA,NA,3,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,landline,none,8,27500,2,mother,Pacific,Pacific,NA,benefit,benefit
175,female,9,23,not in LF,29,full_time,2,2,not_owned,level_2_3,0,never,1,not_owned,level_4,40,ex_smoker,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
176,male,9,32,not in LF,45,not in LF,3,4,not_owned,none,0,never,4,not_owned,level_1,0,never,none,none,none,10,37500,5,two,Asian,Asian,Asian,benefit,benefit
177,male,5,33,not in LF,33,full_time,3,0,owns,degree,0,never,0,owns,degree,40,never,cellphone,landline,internet,14,100000,4,two,Maori,NZEuropean,Maori,benefit,benefit
178,male,6,32,not in LF,31,full_time,3,5,not_owned,level_1,0,smoker,2,not_owned,NA,70,smoker,cellphone,landline,internet,9,32500,5,two,Other,Other,Other,benefit,benefit
179,female,7,35,not in LF,NA,NA,5,2,not_owned,level_4,0,never,NA,NA,NA,0,NA,cellphone,landline,internet,12,60000,7,mother,Maori,Maori,NA,benefit,benefit
180,male,10,NA,NA,31,part_time,3,NA,NA,NA,0,NA,7,not_owned,level_2_3,10,never,none,landline,none,NA,NA,4,father,Maori,NA,Pacific,benefit,benefit
181,male,4,34,full_time,33,full_time,4,3,not_owned,level_2_3,40,ex_smoker,3,not_owned,level_4,40,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
182,male,5,32,not in LF,39,full_time,3,3,owns,degree,0,ex_smoker,3,not_owned,level_1,NA,smoker,cellphone,landline,internet,11,45000,3,two,Maori,Maori,NZEuropean,benefit,benefit
183,female,10,22,not in LF,NA,NA,3,7,not_owned,level_1,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,internet,7,22500,3,mother,Maori,NZEuropean,NA,benefit,benefit
184,female,1,29,part_time,29,full_time,4,2,owns,level_2_3,20,never,0,owns,diploma,40,never,cellphone,landline,internet,14,100000,4,two,Maori,NZEuropean,Maori,benefit,benefit
185,female,8,34,not in LF,41,full_time,4,1,owns,level_2_3,0,never,2,owns,level_4,60,never,cellphone,landline,internet,10,37500,5,two,MELAA,NA,Other,benefit,benefit
186,female,9,23,not in LF,25,full_time,3,7,owns,level_1,0,smoker,1,owns,level_2_3,55,never,cellphone,landline,none,12,60000,4,two,NZEuropean,NZEuropean,Other,benefit,benefit
187,male,2,23,part_time,32,full_time,3,0,owns,level_1,7,never,2,owns,level_1,40,never,cellphone,landline,internet,13,85000,3,two,Maori,NZEuropean,Maori,benefit,benefit
188,female,10,26,not in LF,NA,NA,4,0,owns,level_4,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,internet,13,85000,6,mother,Pacific,Pacific,NA,benefit,benefit
189,male,8,33,part_time,31,full_time,4,0,owns,level_4,NA,ex_smoker,0,owns,level_4,38,never,cellphone,landline,internet,12,60000,5,two,Maori,NZEuropean,Maori,benefit,benefit
190,female,7,26,part_time,21,full_time,4,1,owns,level_1,5,never,1,owns,level_2_3,50,never,cellphone,landline,internet,11,45000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
191,female,4,27,part_time,33,full_time,3,4,owns,post_grad,23,never,5,owns,level_2_3,40,never,cellphone,landline,internet,14,100000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
192,female,7,28,not in LF,30,full_time,3,3,not_owned,diploma,0,ex_smoker,1,not_owned,level_2_3,40,smoker,cellphone,landline,none,NA,NA,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
193,female,4,25,not in LF,33,full_time,3,1,not_owned,level_1,0,never,0,not_owned,none,50,ex_smoker,none,landline,internet,11,45000,5,two,Other,Other,NZEuropean,benefit,benefit
194,female,8,35,not in LF,28,full_time,3,2,owns,none,0,smoker,2,owns,none,40,NA,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
195,male,7,42,not in LF,35,full_time,3,5,owns,diploma,0,NA,5,not_owned,level_4,45,ex_smoker,cellphone,landline,internet,13,85000,4,two,Pacific,NZEuropean,Pacific,benefit,benefit
196,male,2,26,part_time,30,full_time,5,0,not_owned,degree,40,never,0,not_owned,level_1,35,ex_smoker,cellphone,landline,internet,14,100000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
197,female,7,NA,NA,34,full_time,3,NA,NA,NA,0,NA,1,owns,level_2_3,38,never,cellphone,landline,none,11,45000,3,father,Other,NA,Other,benefit,benefit
198,male,7,32,part_time,41,full_time,4,0,owns,degree,30,never,1,owns,degree,70,never,cellphone,landline,internet,13,85000,6,two,Other,NZEuropean,Other,benefit,benefit
199,female,7,33,unemployed,30,full_time,3,2,not_owned,level_2_3,0,ex_smoker,0,not_owned,none,40,smoker,cellphone,landline,none,12,60000,5,two,Maori,Maori,Pacific,benefit,benefit
200,female,2,33,part_time,36,full_time,4,1,not_owned,level_2_3,3,never,3,not_owned,diploma,40,never,cellphone,landline,internet,14,100000,3,two,Other,Other,Other,benefit,benefit
201,female,5,30,full_time,32,part_time,2,2,not_owned,level_2_3,NA,never,3,not_owned,none,10,never,cellphone,landline,none,12,60000,5,two,Asian,Asian,Asian,benefit,benefit
202,female,10,18,part_time,NA,NA,3,2,not_owned,level_2_3,10,ex_smoker,NA,NA,NA,0,NA,none,none,none,NA,NA,6,mother,Maori,Maori,NA,benefit,benefit
203,female,7,33,part_time,34,full_time,3,0,owns,level_2_3,0,NA,10,owns,level_2_3,40,never,cellphone,landline,internet,9,32500,4,two,NZEuropean,NA,NZEuropean,benefit,benefit
204,female,1,32,not in LF,37,full_time,4,2,owns,post_grad,0,never,4,owns,post_grad,45,never,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
205,female,7,41,not in LF,49,full_time,4,21,owns,level_1,36,never,22,owns,level_4,44,never,cellphone,landline,internet,14,100000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
206,female,9,29,not in LF,31,full_time,3,0,not_owned,none,0,smoker,0,not_owned,none,40,smoker,cellphone,landline,none,9,32500,3,two,Maori,Maori,NZEuropean,benefit,benefit
207,male,7,NA,NA,27,full_time,4,NA,NA,NA,0,NA,0,not_owned,level_1,40,smoker,cellphone,landline,internet,11,45000,3,father,Pacific,NA,Pacific,benefit,benefit
208,female,5,36,full_time,37,full_time,3,6,owns,degree,37,never,2,owns,level_2_3,45,never,cellphone,landline,internet,13,85000,3,two,Other,Other,Other,benefit,benefit
209,male,4,32,not in LF,37,full_time,2,1,not_owned,level_2_3,40,never,2,not_owned,none,50,ex_smoker,cellphone,landline,none,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
210,female,8,38,part_time,39,unemployed,3,2,not_owned,post_grad,58,never,0,NA,NA,0,never,cellphone,landline,internet,12,60000,5,two,NZEuropean,NZEuropean,NA,benefit,benefit
211,male,3,37,full_time,47,full_time,5,0,owns,level_2_3,45,NA,3,owns,degree,40,never,cellphone,landline,internet,12,60000,4,two,Asian,Asian,Asian,benefit,benefit
212,female,3,35,not in LF,41,not in LF,3,0,not_owned,post_grad,0,ex_smoker,0,not_owned,degree,0,ex_smoker,cellphone,landline,internet,2,0,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
213,female,9,38,full_time,28,full_time,3,8,not_owned,degree,NA,smoker,4,not_owned,level_2_3,40,NA,cellphone,landline,internet,12,60000,6,two,Maori,Maori,Maori,benefit,benefit
214,male,8,NA,NA,45,full_time,4,NA,NA,NA,0,NA,1,not_owned,level_4,40,never,cellphone,landline,internet,10,37500,3,father,NZEuropean,NA,NZEuropean,benefit,benefit
215,male,7,37,not in LF,44,full_time,3,7,owns,diploma,0,ex_smoker,7,not_owned,level_1,40,smoker,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
216,male,2,28,part_time,33,full_time,3,2,owns,diploma,18,ex_smoker,2,owns,diploma,40,ex_smoker,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
217,male,10,23,not in LF,24,part_time,1,0,not_owned,level_4,0,smoker,0,not_owned,NA,2,smoker,cellphone,none,none,6,17500,3,two,Maori,NZEuropean,Maori,benefit,benefit
218,male,8,25,NA,NA,NA,2,NA,not_owned,NA,0,NA,NA,NA,NA,0,NA,cellphone,none,none,11,45000,6,mother,NA,NA,NA,benefit,benefit
219,female,8,34,part_time,38,full_time,3,7,not_owned,level_2_3,6,ex_smoker,4,not_owned,level_1,40,smoker,cellphone,landline,internet,NA,NA,4,two,Maori,Maori,Maori,benefit,benefit
220,male,9,23,not in LF,24,part_time,3,0,not_owned,level_4,0,smoker,NA,not_owned,NA,0,never,cellphone,none,none,NA,NA,4,two,Pacific,Pacific,NA,benefit,benefit
221,female,8,31,not in LF,NA,NA,3,0,not_owned,NA,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,none,5,12500,3,mother,Other,Other,NA,benefit,benefit
222,female,7,37,full_time,NA,NA,4,4,owns,degree,37,never,NA,NA,NA,0,NA,cellphone,landline,internet,10,37500,2,mother,Asian,Asian,NA,benefit,benefit
223,male,6,35,full_time,NA,NA,3,NA,owns,NA,34,never,NA,NA,NA,0,NA,cellphone,landline,internet,NA,NA,2,mother,NZEuropean,NZEuropean,NA,benefit,benefit
224,female,8,39,not in LF,40,NA,3,0,owns,level_2_3,0,never,NA,NA,level_1,0,never,cellphone,landline,internet,NA,NA,5,two,Other,Other,NZEuropean,benefit,benefit
225,female,1,31,not in LF,30,full_time,3,4,owns,degree,0,never,2,owns,post_grad,45,never,cellphone,landline,none,14,100000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
226,female,4,39,not in LF,32,full_time,3,1,owns,degree,0,ex_smoker,0,not_owned,level_1,40,never,cellphone,landline,internet,NA,NA,4,two,Maori,Maori,NZEuropean,benefit,benefit
227,female,3,43,full_time,35,full_time,3,7,owns,level_2_3,62,never,5,owns,level_4,43,ex_smoker,cellphone,landline,internet,12,60000,5,two,Maori,NZEuropean,Maori,benefit,benefit
228,male,3,26,not in LF,27,full_time,2,2,not_owned,none,0,never,1,not_owned,level_2_3,NA,never,cellphone,landline,internet,NA,NA,8,two,Asian,Asian,Asian,benefit,benefit
229,female,8,30,not in LF,29,full_time,3,3,not_owned,level_2_3,0,never,3,not_owned,level_2_3,30,NA,cellphone,landline,none,7,22500,4,two,Asian,Asian,Asian,benefit,benefit
230,female,4,21,not in LF,NA,NA,4,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,5,mother,Maori,Maori,NA,benefit,benefit
231,male,1,35,not in LF,35,full_time,4,6,owns,degree,0,never,0,owns,degree,50,never,cellphone,landline,internet,14,100000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
232,male,8,20,not in LF,NA,NA,3,0,not_owned,none,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,none,NA,NA,3,mother,NZEuropean,Maori,NA,benefit,benefit
233,male,3,30,not in LF,37,full_time,4,8,owns,level_2_3,0,never,5,owns,degree,40,never,cellphone,landline,none,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
234,male,4,36,part_time,32,full_time,3,0,not_owned,level_1,NA,never,0,not_owned,none,64,ex_smoker,none,landline,internet,11,45000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
235,male,7,35,part_time,34,full_time,3,2,owns,level_4,5,never,2,owns,none,50,smoker,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
236,female,10,22,not in LF,24,full_time,3,0,not_owned,level_1,0,never,0,not_owned,level_2_3,40,never,cellphone,landline,internet,9,32500,4,two,Maori,Maori,Maori,benefit,benefit
237,male,1,33,not in LF,28,full_time,4,1,owns,degree,0,ex_smoker,3,owns,diploma,45,smoker,cellphone,landline,none,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
238,male,5,35,not in LF,NA,NA,3,0,not_owned,degree,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,internet,14,100000,4,mother,NZEuropean,NZEuropean,NA,benefit,benefit
239,female,4,31,part_time,33,full_time,2,2,not_owned,level_4,0,never,3,NA,level_2_3,40,smoker,cellphone,landline,internet,10,37500,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
240,female,5,29,not in LF,44,full_time,5,21,owns,level_1,0,smoker,5,owns,none,40,never,cellphone,landline,internet,14,100000,12,two,Pacific,Pacific,Pacific,benefit,benefit
241,female,10,28,not in LF,NA,NA,3,0,not_owned,level_2_3,0,NA,NA,NA,NA,0,NA,none,none,none,NA,NA,5,mother,Maori,Maori,NA,benefit,benefit
242,female,3,37,NA,32,full_time,3,0,NA,NA,0,never,0,owns,degree,45,never,cellphone,landline,internet,14,100000,3,two,Other,NA,Other,benefit,benefit
243,female,1,40,full_time,44,full_time,4,0,not_owned,post_grad,15,never,3,owns,degree,45,never,none,landline,internet,NA,NA,3,two,NZEuropean,NZEuropean,Other,benefit,benefit
244,female,6,24,not in LF,24,NA,3,2,not_owned,diploma,0,ex_smoker,1,NA,NA,0,NA,cellphone,landline,internet,NA,NA,4,two,Maori,NZEuropean,Maori,benefit,benefit
245,female,1,36,not in LF,38,full_time,4,0,owns,post_grad,0,never,2,owns,post_grad,38,never,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
246,male,7,33,full_time,38,full_time,4,0,not_owned,none,40,never,5,not_owned,none,45,never,cellphone,landline,internet,13,85000,3,two,Maori,NZEuropean,Maori,benefit,benefit
247,female,4,24,not in LF,25,full_time,3,3,not_owned,level_2_3,0,smoker,3,owns,level_1,70,smoker,none,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
248,female,3,34,not in LF,34,full_time,4,7,owns,level_2_3,0,never,7,owns,level_1,40,never,cellphone,landline,internet,12,60000,6,two,Maori,NZEuropean,Maori,benefit,benefit
249,female,5,33,not in LF,NA,NA,3,6,owns,degree,0,never,NA,NA,NA,0,NA,cellphone,landline,none,9,32500,2,mother,NZEuropean,NZEuropean,NA,benefit,benefit
250,male,8,36,not in LF,35,full_time,4,1,owns,degree,0,never,1,owns,diploma,45,never,cellphone,landline,internet,14,100000,3,two,Other,Other,MELAA,benefit,benefit
251,male,8,27,full_time,31,full_time,4,0,not_owned,level_2_3,NA,ex_smoker,0,not_owned,level_2_3,48,smoker,cellphone,landline,none,12,60000,4,two,Pacific,Pacific,Pacific,benefit,benefit
252,male,4,32,not in LF,36,full_time,3,5,owns,level_2_3,0,never,3,owns,level_4,40,never,cellphone,landline,internet,12,60000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
253,male,6,34,not in LF,34,full_time,2,0,not_owned,level_4,0,ex_smoker,0,not_owned,degree,38,never,cellphone,landline,internet,10,37500,3,two,Asian,NZEuropean,Asian,benefit,benefit
254,female,6,29,not in LF,31,full_time,2,2,owns,degree,0,ex_smoker,5,owns,level_2_3,30,NA,cellphone,landline,none,10,37500,4,two,Other,Other,NZEuropean,benefit,benefit
255,female,1,31,not in LF,35,full_time,3,3,owns,level_2_3,0,ex_smoker,3,owns,diploma,45,never,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
256,male,7,33,not in LF,30,full_time,3,0,not_owned,level_2_3,0,ex_smoker,17,not_owned,level_1,40,smoker,cellphone,landline,none,12,60000,5,two,Maori,Maori,Maori,benefit,benefit
257,female,2,42,part_time,40,full_time,3,12,owns,post_grad,10,never,12,owns,degree,40,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
258,female,9,26,not in LF,NA,NA,3,2,not_owned,level_2_3,0,smoker,NA,NA,NA,0,NA,cellphone,landline,none,14,100000,8,mother,Maori,Maori,NA,benefit,benefit
259,male,1,31,NA,31,full_time,3,6,NA,level_1,0,NA,6,owns,level_4,40,smoker,cellphone,landline,internet,12,60000,4,two,NZEuropean,NA,NZEuropean,benefit,benefit
260,female,9,31,not in LF,32,full_time,2,3,not_owned,none,0,smoker,2,not_owned,none,45,smoker,cellphone,landline,internet,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
261,female,10,30,unemployed,NA,NA,3,1,not_owned,level_1,NA,smoker,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,4,mother,Maori,Maori,NA,benefit,benefit
262,male,10,28,part_time,33,full_time,3,0,owns,degree,40,never,2,not_owned,level_2_3,40,never,cellphone,landline,internet,14,100000,5,two,Maori,NZEuropean,Maori,benefit,benefit
263,male,7,27,not in LF,32,full_time,3,3,owns,level_2_3,0,never,3,not_owned,level_2_3,40,never,cellphone,landline,internet,14,100000,4,two,Pacific,NZEuropean,Pacific,benefit,benefit
264,female,10,46,not in LF,41,not in LF,5,0,not_owned,none,0,smoker,5,not_owned,level_1,8,smoker,cellphone,landline,none,13,85000,4,two,Maori,Maori,Maori,benefit,benefit
265,male,8,32,not in LF,38,full_time,2,1,not_owned,degree,0,never,2,not_owned,degree,40,never,cellphone,landline,internet,10,37500,4,two,Asian,Asian,Asian,benefit,benefit
266,female,1,40,not in LF,NA,NA,3,9,owns,level_1,0,ex_smoker,NA,NA,NA,0,NA,none,landline,internet,9,32500,2,mother,NZEuropean,NZEuropean,NA,benefit,benefit
267,female,4,34,full_time,32,full_time,3,4,owns,degree,NA,never,6,owns,diploma,50,never,cellphone,landline,internet,13,85000,5,two,NZEuropean,Maori,NZEuropean,benefit,benefit
