ethnicity,region,sex,agegrp,qualification,occupation,hours,income
European,Wellington,female,45,school,clerical,42.5,733
European,Christchurch,female,60,vocational,clerical,13,162
European,Auckland,female,30,none,clerical,10,144
European,Gisborne,female,50,school,clerical,40,777
European,Auckland,male,50,degree,clerical,0,2158
European,Auckland,female,40,vocational,clerical,45,567
European,Auckland,female,45,school,clerical,0,2071
European,Christchurch,male,55,none,clerical,40,950
European,Christchurch,female,25,school,clerical,6,661
European,Auckland,female,40,degree,clerical,37.5,1034
European,Waikato,female,20,school,clerical,40,863
European,Wellington,female,35,other,clerical,22,277
European,Waikato,male,55,none,clerical,45,1398
European,Christchurch,male,30,vocational,clerical,40,630
European,Wellington,female,50,vocational,clerical,20,337
European,Wellington,female,60,none,clerical,34,416
European,Auckland,male,25,school,clerical,37.5,684
European,Manawatu,female,40,school,clerical,7,144
European,BoP,female,45,school,clerical,23.5,517
European,Christchurch,female,55,none,clerical,0,345
European,Wellington,female,20,school,clerical,37,906
European,Waikato,female,20,none,clerical,35,410
European,Christchurch,female,55,vocational,clerical,0,0
European,Christchurch,female,45,other,clerical,0,388
European,BoP,female,50,vocational,clerical,20,368
European,Auckland,female,40,vocational,clerical,0,0
European,Auckland,female,20,school,clerical,30,405
European,Auckland,female,45,school,clerical,38,874
European,Wellington,male,35,none,clerical,40,1392
European,Auckland,female,20,school,clerical,0,388
European,BoP,female,50,vocational,clerical,27,690
European,Wellington,female,45,school,clerical,31,526
European,Christchurch,female,35,vocational,clerical,20,318
European,Gisborne,female,50,school,clerical,60,1170
European,Auckland,male,20,school,clerical,38,765
European,Waikato,female,25,vocational,clerical,40,648
European,Waikato,female,25,school,clerical,40,816
European,Auckland,female,50,vocational,clerical,14.5,588
European,Christchurch,female,55,school,clerical,28,388
European,Christchurch,female,20,school,clerical,40,880
European,Christchurch,female,25,vocational,clerical,37,780
European,Gisborne,female,40,vocational,clerical,40,1142
European,Wellington,female,30,other,clerical,39,901
European,Waikato,female,60,vocational,clerical,40,1097
European,Auckland,male,25,other,clerical,0,863
European,Wellington,male,45,degree,clerical,50,825
European,Manawatu,male,35,none,clerical,54,903
European,Otago,female,40,vocational,clerical,0,0
European,Auckland,female,30,degree,clerical,27,340
European,Christchurch,female,25,school,clerical,40,968
European,Christchurch,female,35,vocational,clerical,0,144
European,Christchurch,female,50,school,clerical,40,1224
European,Waikato,female,60,none,clerical,40,1088
European,Christchurch,female,40,school,clerical,18,1697
European,Manawatu,female,45,vocational,clerical,40,641
European,Auckland,female,35,vocational,clerical,46,1548
European,Christchurch,female,25,school,clerical,32,310
European,Gisborne,female,40,vocational,clerical,45,1157
European,Wellington,male,50,degree,clerical,40,1498
European,BoP,female,25,vocational,clerical,40,1293
European,Christchurch,female,25,vocational,clerical,40,572
European,Northland,male,40,degree,clerical,48,874
European,Waikato,female,50,school,clerical,72.5,2282
European,Christchurch,female,40,vocational,clerical,35,802
European,Waikato,female,45,school,clerical,35,567
European,Wellington,female,40,vocational,clerical,38,1278
European,Gisborne,female,25,school,clerical,0,552
European,Gisborne,female,50,school,clerical,10,550
European,Otago,female,40,school,clerical,32,-359
European,BoP,female,20,vocational,clerical,15,231
European,Nelson,female,40,school,clerical,24,532
European,Christchurch,female,15,school,clerical,9,117
European,Christchurch,female,20,school,clerical,20,234
European,Auckland,female,20,school,clerical,40,1053
European,Taranaki,female,55,vocational,clerical,11.5,355
European,Wellington,female,25,vocational,clerical,37,1076
European,Auckland,female,40,vocational,clerical,32,749
European,Northland,female,20,other,clerical,40,1214
European,Otago,male,25,vocational,clerical,40,980
European,Auckland,female,60,school,clerical,37,738
European,Auckland,male,20,school,clerical,5,60
European,Southland,male,60,vocational,clerical,40,1056
European,Wellington,female,20,school,clerical,39,622
European,Wellington,female,30,school,clerical,42.5,1143
European,Auckland,female,30,degree,clerical,0,880
European,BoP,female,50,vocational,clerical,12.5,440
European,Waikato,female,30,degree,clerical,40,844
European,Auckland,female,45,school,clerical,26,420
European,Waikato,female,50,vocational,clerical,40,1266
European,Christchurch,female,50,school,clerical,27,832
European,Southland,female,40,vocational,clerical,30,653
European,Auckland,female,40,vocational,clerical,37,1479
European,BoP,male,45,degree,clerical,0,518
European,Christchurch,female,60,vocational,clerical,3,46
European,Otago,female,25,school,clerical,37.5,742
European,Nelson,female,40,vocational,clerical,28,328
European,Auckland,male,35,degree,clerical,62.5,1679
European,Christchurch,female,55,vocational,clerical,35,828
European,Taranaki,female,50,vocational,clerical,37,700
European,Wellington,female,30,vocational,clerical,9,164
European,Wellington,female,40,vocational,clerical,37.5,934
European,Nelson,female,60,degree,clerical,20,604
European,Christchurch,female,50,school,clerical,14,532
European,Wellington,female,50,vocational,clerical,40,725
European,Christchurch,female,25,vocational,clerical,0,63
European,Manawatu,female,40,vocational,clerical,20,598
European,Gisborne,female,20,vocational,clerical,15,202
European,Auckland,female,30,degree,clerical,2,323
European,Wellington,female,45,school,clerical,0,316
European,Waikato,male,40,none,clerical,0,783
European,Auckland,male,40,vocational,clerical,49,4055
European,Auckland,female,30,other,clerical,20,432
European,Waikato,male,25,vocational,clerical,53,689
European,Auckland,female,45,vocational,clerical,7,102
European,Christchurch,female,25,school,clerical,40,930
European,Christchurch,female,60,vocational,clerical,40,1085
European,Otago,female,20,school,clerical,25,476
European,Southland,female,55,other,clerical,35,770
European,Auckland,female,55,school,clerical,0,884
European,Auckland,female,20,vocational,clerical,37,1477
European,Christchurch,male,40,school,clerical,40,1224
European,Wellington,female,20,school,clerical,37,2158
European,Otago,female,55,vocational,clerical,0,753
European,Auckland,female,45,other,clerical,10,220
European,Waikato,female,60,none,clerical,40,726
European,Christchurch,female,45,school,clerical,37.5,768
European,Wellington,female,45,school,clerical,30,671
European,Gisborne,female,45,vocational,clerical,15,511
European,Waikato,male,65,vocational,clerical,9,934
European,Taranaki,male,35,vocational,clerical,40,1055
European,Auckland,female,45,degree,clerical,35,1214
European,Wellington,female,40,vocational,clerical,7.5,427
European,Auckland,female,45,school,clerical,37,761
European,Auckland,female,55,other,clerical,40,869
European,Waikato,female,15,school,clerical,0,536
European,Taranaki,female,15,none,clerical,42,529
European,Auckland,female,45,school,clerical,0,0
European,Gisborne,female,20,school,clerical,25,326
European,Waikato,male,60,degree,clerical,38,1022
European,Southland,female,60,none,clerical,16,283
European,Waikato,female,50,none,clerical,42.5,1103
European,Waikato,female,55,none,clerical,9,123
European,Southland,male,20,none,clerical,40,666
European,Gisborne,female,50,school,clerical,40,907
European,Gisborne,female,50,school,clerical,14,189
European,Gisborne,female,45,vocational,clerical,27.5,520
European,Christchurch,female,60,vocational,clerical,40,829
European,Waikato,female,60,none,clerical,20,288
European,Auckland,female,30,degree,clerical,50,692
European,Manawatu,female,50,school,clerical,24,697
European,Auckland,female,35,school,clerical,76,1872
European,Auckland,female,30,degree,clerical,52.5,1927
European,Auckland,female,50,vocational,clerical,40,1571
European,Auckland,male,50,vocational,clerical,45,1040
European,Christchurch,female,20,none,clerical,30,396
European,Auckland,female,25,school,clerical,40,745
European,Otago,female,55,school,clerical,6,151
European,Wellington,female,25,degree,clerical,32,772
European,Auckland,female,60,school,clerical,9,121
European,Auckland,male,25,vocational,clerical,40,879
European,BoP,female,40,degree,clerical,40,2086
European,Auckland,male,35,other,clerical,37,696
European,Waikato,male,45,degree,clerical,45,747
European,Waikato,female,40,school,clerical,2,28
European,Auckland,female,50,none,clerical,8,601
European,Southland,female,25,school,clerical,16,236
European,Southland,female,40,school,clerical,0,-186
European,Wellington,female,20,school,clerical,0,7
European,Otago,female,65,school,clerical,41,610
European,BoP,male,65,vocational,clerical,37,875
European,Northland,female,45,vocational,clerical,25,778
European,Auckland,female,45,vocational,clerical,40,1031
European,Christchurch,male,20,none,clerical,27.5,446
European,Waikato,female,50,school,clerical,40,540
European,Wellington,female,50,vocational,clerical,41,568
European,Auckland,female,55,school,clerical,40,616
European,Auckland,male,20,school,clerical,31.5,520
European,Taranaki,female,45,school,clerical,5.5,346
European,Manawatu,female,50,vocational,clerical,54,1960
European,Auckland,male,55,degree,clerical,55,1319
European,Auckland,female,35,school,clerical,40,1375
European,Waikato,female,55,school,clerical,49,1068
European,Wellington,female,60,degree,clerical,41,738
European,Northland,female,55,none,clerical,0,391
European,Christchurch,female,25,school,clerical,37,1295
European,Otago,male,40,school,clerical,37,1055
European,Nelson,male,25,none,clerical,45,797
European,Wellington,female,50,none,clerical,42.5,944
European,Wellington,female,30,vocational,clerical,42.5,1874
European,Nelson,male,20,school,clerical,32,875
European,Waikato,female,20,school,clerical,25,605
European,Auckland,female,40,school,clerical,0,804
European,Waikato,female,55,none,clerical,42,1280
European,Otago,male,30,degree,clerical,55,1203
European,Christchurch,female,50,degree,clerical,40,1070
European,Auckland,female,25,vocational,clerical,15,270
European,Christchurch,female,45,vocational,clerical,40,967
European,Auckland,male,45,school,clerical,50.5,993
European,Auckland,female,45,vocational,clerical,40,889
European,Manawatu,female,50,none,clerical,20,464
European,Otago,female,20,school,clerical,0,393
European,Wellington,female,50,vocational,clerical,43,550
European,Waikato,female,55,school,clerical,37,932
European,Wellington,female,50,degree,clerical,36,632
European,Wellington,female,30,vocational,clerical,45,907
European,Wellington,female,20,vocational,clerical,15,189
European,Christchurch,female,50,school,clerical,50,1617
European,Auckland,female,50,school,clerical,23,279
European,Waikato,female,65,vocational,clerical,40,1087
European,Gisborne,female,40,none,clerical,9,487
European,Taranaki,male,50,none,clerical,40,681
European,BoP,male,50,school,clerical,40,737
European,Gisborne,female,20,school,clerical,8,123
European,Otago,female,40,other,clerical,49.5,930
European,Christchurch,female,50,vocational,clerical,45,1033
European,Auckland,female,35,school,clerical,32,1075
European,Wellington,male,20,degree,clerical,36,429
European,Taranaki,female,45,none,clerical,42,869
European,Gisborne,female,30,school,clerical,42,1153
European,Wellington,female,35,vocational,clerical,0,380
European,Christchurch,female,20,vocational,clerical,40,720
European,Christchurch,female,60,school,clerical,12,174
European,Wellington,male,40,degree,clerical,48,1500
European,Taranaki,female,20,vocational,clerical,41,568
European,Christchurch,female,55,degree,clerical,0,465
European,Northland,female,30,vocational,clerical,42,679
European,Christchurch,female,35,school,clerical,40,726
European,Auckland,female,20,school,clerical,40,576
European,Gisborne,female,45,none,clerical,37,980
European,Gisborne,female,30,vocational,clerical,40,968
European,Auckland,female,45,degree,clerical,41,817
European,Auckland,male,25,degree,clerical,16,857
European,Otago,female,50,vocational,clerical,44,1484
European,Otago,female,30,vocational,clerical,35,821
European,Otago,male,45,degree,clerical,8,288
European,Auckland,female,20,vocational,clerical,40,468
European,Northland,female,65,school,clerical,8,111
European,Wellington,female,35,vocational,clerical,37,954
European,Wellington,female,25,school,clerical,45,1217
European,Waikato,male,35,vocational,clerical,42.5,1071
European,Christchurch,female,30,none,clerical,22,261
European,Christchurch,female,45,vocational,clerical,40,1287
European,Southland,female,40,degree,clerical,20,633
European,BoP,male,50,school,clerical,12,647
European,Auckland,female,60,vocational,clerical,20,506
European,Christchurch,female,50,none,clerical,25,767
European,Auckland,female,45,vocational,clerical,0,253
European,Taranaki,female,40,none,clerical,5,68
European,Waikato,male,50,none,clerical,54.5,715
European,Southland,female,50,school,clerical,40,828
European,Waikato,female,55,vocational,clerical,45,466
European,Christchurch,female,25,school,clerical,37.5,649
European,Auckland,male,45,school,clerical,42,888
European,Gisborne,female,55,school,clerical,0,601
European,Auckland,female,55,vocational,clerical,0,694
European,Manawatu,male,20,school,clerical,20.5,501
European,Christchurch,male,60,none,clerical,44,1477
European,Manawatu,female,35,vocational,clerical,7,154
European,Otago,female,60,degree,clerical,40,720
European,Christchurch,male,35,degree,clerical,35,1312
European,Christchurch,female,60,school,clerical,40,840
European,Christchurch,female,50,school,clerical,46,829
European,Christchurch,female,60,none,clerical,15,193
European,Waikato,male,40,none,clerical,40,660
European,Waikato,female,35,vocational,clerical,10,264
