Country,Region,Life.Expectancy,GDP.per.Capita,Population,Year,Children.per.Woman
Croatia,Europe & Central Asia,63.865,3751.15181,3973442, yr 1956,2.498
Cyprus,Europe & Central Asia,67.759,,, yr 1956,3.546
Czech Rep.,Europe & Central Asia,,7855.581257,9442040, yr 1956,2.425
Czechoslovakia,Europe & Central Asia,,,13229151, yr 1956,
Denmark,Europe & Central Asia,72.05,9715.123324,4466471, yr 1956,2.59
East Germany,Europe & Central Asia,,,, yr 1956,
Estonia,Europe & Central Asia,67.039,,1162801, yr 1956,2.007
Faeroe Islands,Europe & Central Asia,,,32700, yr 1956,
Finland,Europe & Central Asia,67.99,7277.784158,4281700, yr 1956,2.91
France,Europe & Central Asia,68.5,8786.307885,43843075, yr 1956,2.7
Georgia,Europe & Central Asia,62.003,,3887496, yr 1956,2.919
Germany,Europe & Central Asia,68.678,,, yr 1956,2.257
Gibraltar,Europe & Central Asia,,,23833, yr 1956,
Greece,Europe & Central Asia,67.307,4333.64187,8031013, yr 1956,2.281
Greenland,Europe & Central Asia,,,27700, yr 1956,
Guernsey,Europe & Central Asia,,,46277, yr 1956,
Holy See,Europe & Central Asia,,,, yr 1956,
Hungary,Europe & Central Asia,66.04,5537.722375,9911000, yr 1956,2.345
Iceland,Europe & Central Asia,72.98,9489.0241,161358, yr 1956,3.982
Ireland,Europe & Central Asia,69.01,5574.537166,2895253, yr 1956,3.594
Isle of Man,Europe & Central Asia,,6320.662326,50339, yr 1956,
Italy,Europe & Central Asia,67.64,5958.252391,48921000, yr 1956,2.281
Jersey,Europe & Central Asia,,,60413, yr 1956,
Kazakhstan,Europe & Central Asia,56.543,,8413793, yr 1956,4.549
Kosovo,Europe & Central Asia,,,6089204, yr 1956,
Kyrgyzstan,Europe & Central Asia,,,1939419, yr 1956,4.715
Latvia,Europe & Central Asia,68.235,,2026333, yr 1956,1.97
Liechtenstein,Europe & Central Asia,,,15000, yr 1956,
Lithuania,Europe & Central Asia,66.951,,2641167, yr 1956,2.7
Luxembourg,Europe & Central Asia,67.035,15697.47234,306615, yr 1956,2.17
"Macedonia, FYR",Europe & Central Asia,57.938,2292.050518,1339977, yr 1956,4.759
Malta,Europe & Central Asia,67.661,,314066, yr 1956,3.885
Moldova,Europe & Central Asia,59.912,,2682168, yr 1956,3.488
Monaco,Europe & Central Asia,,,18552, yr 1956,
Montenegro,Europe & Central Asia,60.767,,7644411, yr 1956,2.853
Netherlands,Europe & Central Asia,,,, yr 1956,
Ngorno-Karabakh,Europe & Central Asia,,,, yr 1956,
Northern Cyprus,Europe & Central Asia,,,, yr 1956,
Norway,Europe & Central Asia,73.49,10400,3459992, yr 1956,2.86
Poland,Europe & Central Asia,64.688,4576.687377,27743876, yr 1956,3.425
Portugal,Europe & Central Asia,61.24,3639.99042,8756000, yr 1956,3.028
Romania,Europe & Central Asia,63.246,3829.439685,17583000, yr 1956,2.728
Russia,Europe & Central Asia,,,112859299, yr 1956,2.86
San Marino,Europe & Central Asia,,,14050, yr 1956,
Serbia,Europe & Central Asia,60.692,,, yr 1956,2.853
Serbia and Montenegro,Europe & Central Asia,,,7644411, yr 1956,
Serbia excluding Kosovo,Europe & Central Asia,,,6089204, yr 1956,
Slovak Republic,Europe & Central Asia,68.37,5797.496197,3787111, yr 1956,3.36
Slovenia,Europe & Central Asia,67.301,5068.952405,1524799, yr 1956,2.469
South Ossetia,Europe & Central Asia,,,, yr 1956,
Spain,Europe & Central Asia,66.82,4462.540356,29579142, yr 1956,2.702
Svalbard,Europe & Central Asia,,,, yr 1956,
Sweden,Europe & Central Asia,72.66,10407,7314552, yr 1956,2.222
Switzerland,Europe & Central Asia,70.21,17501.93196,5045000, yr 1956,2.312
Tajikistan,Europe & Central Asia,54.587,,1836703, yr 1956,6.149
Transnistria,Europe & Central Asia,,,, yr 1956,
Turkey,Europe & Central Asia,46.806,2523.458495,24877395, yr 1956,6.696
Turkmenistan,Europe & Central Asia,52.805,,1381525, yr 1956,5.927
Ukraine,Europe & Central Asia,68.471,,39940180, yr 1956,2.779
United Kingdom,Europe & Central Asia,70.48,11158.95181,51184000, yr 1956,2.402
USSR,Europe & Central Asia,,,199102595, yr 1956,
Uzbekistan,Europe & Central Asia,57.266,,7440744, yr 1956,6.375
Yugoslavia,Europe & Central Asia,,,17507629, yr 1956,
Åland,Europe & Central Asia,,,, yr 1956,
American Samoa,East Asia & Pacific,,,20100, yr 1956,
Australia,East Asia & Pacific,70.05,10974.12837,9500606, yr 1956,3.33
Brunei,East Asia & Pacific,61.097,,65347, yr 1956,7.038
Cambodia,East Asia & Pacific,40.792,417.4705973,5183860, yr 1956,6.297
China,East Asia & Pacific,50.44528,542.4958656,621465000, yr 1956,5.571
Christmas Island,East Asia & Pacific,,,, yr 1956,
Cocos Island,East Asia & Pacific,,,, yr 1956,
Cook Islands,East Asia & Pacific,,,16552, yr 1956,
Fiji,East Asia & Pacific,53.946,,342987, yr 1956,6.871
French Polynesia,East Asia & Pacific,53.47,,75200, yr 1956,6.324
Guam,East Asia & Pacific,58.761,,69200, yr 1956,5.762
"Hong Kong, China",East Asia & Pacific,63.733,3506.599008,2614600, yr 1956,4.613
Indonesia,East Asia & Pacific,39.162,804.8345099,88456000, yr 1956,5.647
Japan,East Asia & Pacific,65.63,4058.838069,90766211, yr 1956,2.32
Kiribati,East Asia & Pacific,,,37645, yr 1956,
"Korea, Dem. Rep.",East Asia & Pacific,53.049,1097,9115740, yr 1956,
"Korea, Rep.",East Asia & Pacific,51.447,1039,22031228, yr 1956,6.201
Laos,East Asia & Pacific,,825.8966539,2120616, yr 1956,6.017
"Macao, China",East Asia & Pacific,55.959,,190465, yr 1956,4.91
Malaysia,East Asia & Pacific,51.011,1873.346296,7519663, yr 1956,6.958
Marshall Islands,East Asia & Pacific,,,13267, yr 1956,
"Micronesia, Fed. Sts.",East Asia & Pacific,55.979,,36940, yr 1956,7.046
Mongolia,East Asia & Pacific,44.349,884.5506117,862063, yr 1956,5.992
Myanmar,East Asia & Pacific,40.59,552.8713788,21385445, yr 1956,5.989
Nauru,East Asia & Pacific,,,3893, yr 1956,
New Caledonia,East Asia & Pacific,51.897,,67369, yr 1956,4.966
New Zealand,East Asia & Pacific,70.74,12186.70276,2178289, yr 1956,3.47462
Niue,East Asia & Pacific,,,, yr 1956,
Norfolk Island,East Asia & Pacific,,,, yr 1956,
Northern Mariana Islands,East Asia & Pacific,,,7736, yr 1956,
Palau,East Asia & Pacific,,,8518, yr 1956,
Papua New Guinea,East Asia & Pacific,36.436,,1591955, yr 1956,6.254
Philippines,East Asia & Pacific,50.321,1513.276577,25301226, yr 1956,7.194
Pitcairn,East Asia & Pacific,,,, yr 1956,
Samoa,East Asia & Pacific,47.727,,96619, yr 1956,6.911
Singapore,East Asia & Pacific,62.371,3204.489283,1371600, yr 1956,6.198
Solomon Islands,East Asia & Pacific,47.158,,116446, yr 1956,6.397
Taiwan,East Asia & Pacific,62.5,1737,9825346, yr 1956,6.51
Thailand,East Asia & Pacific,52.814,810.6167294,24244475, yr 1956,6.35
Timor-Leste,East Asia & Pacific,31.738,,479528, yr 1956,6.367
Tokelau,East Asia & Pacific,,,, yr 1956,
Tonga,East Asia & Pacific,59.946,,56428, yr 1956,7.308
Tuvalu,East Asia & Pacific,,,5020, yr 1956,
Wallis et Futuna,East Asia & Pacific,,,7504, yr 1956,
Venezuela,America,,8992.665166,6431274, yr 1956,6.442
West Germany,Europe & Central Asia,,,, yr 1956,
Western Sahara,Middle East & North Africa,36.845,,14362, yr 1956,6.6
Vietnam,East Asia & Pacific,42.145,665.986811,28327287, yr 1956,6.329
Virgin Islands (U.S.),America,,,, yr 1956,
Vanuatu,East Asia & Pacific,44.1,,60044, yr 1956,7.439
"Korea, United",East Asia & Pacific,,,31146968, yr 1956,
Angola,Sub-Saharan Africa,32.998,4006.206302,4797344, yr 1960,7.316
Benin,Sub-Saharan Africa,40.723,996.92542,2055083, yr 1960,6.115
Botswana,Sub-Saharan Africa,50.611,953.2611538,496695, yr 1960,6.615
Burkina Faso,Sub-Saharan Africa,37.252,661.8616423,4865796, yr 1960,6.291
Burundi,Sub-Saharan Africa,41.291,396.9416121,2815405, yr 1960,6.801
Cameroon,Sub-Saharan Africa,41.531,1386.313224,5608760, yr 1960,5.774
Cape Verde,Sub-Saharan Africa,51.982,654.575172,196768, yr 1960,6.977
Central African Rep.,Sub-Saharan Africa,,1225.463418,1467449, yr 1960,5.84
Chad,Sub-Saharan Africa,40.791,1348.769683,3042303, yr 1960,6.25
Comoros,Sub-Saharan Africa,43.449,1337.131021,182899, yr 1960,6.792
"Congo, Dem. Rep.",Sub-Saharan Africa,41.281,873.465309,16610482, yr 1960,6.001
"Congo, Rep.",Sub-Saharan Africa,48.24,2416.96786,1002214, yr 1960,5.88
Cote d'Ivoire,Sub-Saharan Africa,40.71,1622.673089,3576077, yr 1960,7.351
Equatorial Guinea,Sub-Saharan Africa,36.734,490.5234665,243867, yr 1960,5.505
Eritrea,Sub-Saharan Africa,39.11,,, yr 1960,6.899
Eritrea and Ethiopia,Sub-Saharan Africa,,,25783370, yr 1960,
Ethiopia,Sub-Saharan Africa,38.413,399.446198,24168672, yr 1960,6.881
Gabon,Sub-Saharan Africa,39.584,5440.071569,446003, yr 1960,4.105
Gambia,Sub-Saharan Africa,,554.1752343,351953, yr 1960,5.632
Ghana,Sub-Saharan Africa,45.829,1158.848408,6958283, yr 1960,6.75
Guinea,Sub-Saharan Africa,38.443,1120.042611,1746986, yr 1960,6.275
Guinea-Bissau,Sub-Saharan Africa,34.514,550.2679078,616682, yr 1960,5.828
Kenya,Sub-Saharan Africa,46.318,928.1066532,8156827, yr 1960,7.946
Lesotho,Sub-Saharan Africa,46.581,364.731976,858551, yr 1960,5.839
Liberia,Sub-Saharan Africa,40.219,645.1650278,1054837, yr 1960,7.412
Madagascar,Sub-Saharan Africa,39.855,1637.510639,5481721, yr 1960,7.3
Malawi,Sub-Saharan Africa,37.795,428.704437,3450444, yr 1960,6.909
Mali,Sub-Saharan Africa,36.206,510.5850588,4504219, yr 1960,6.672
Mauritania,Sub-Saharan Africa,44.481,946.3841346,1117376, yr 1960,6.775
Mauritius,Sub-Saharan Africa,59.628,2161.307656,663229, yr 1960,5.935
Mayotte,Sub-Saharan Africa,55.958,,27579, yr 1960,
Mozambique,Sub-Saharan Africa,35.019,527.8716539,7472230, yr 1960,6.6
Namibia,Sub-Saharan Africa,46.885,2893.486093,590731, yr 1960,6.149
Niger,Sub-Saharan Africa,,,, yr 1960,
Nigeria,Sub-Saharan Africa,37.885,1104.927097,39914593, yr 1960,6.548
Reunion,Sub-Saharan Africa,56.328,2969.279941,337500, yr 1960,5.831
Rwanda,Sub-Saharan Africa,42.283,564.2188812,3031804, yr 1960,8.058
Saint Helena,Sub-Saharan Africa,,,5316, yr 1960,
Sao Tome and Principe,Sub-Saharan Africa,50.415,934.4687483,63403, yr 1960,6.242
Senegal,Sub-Saharan Africa,40.301,1607.711232,3269808, yr 1960,6.604
Seychelles,Sub-Saharan Africa,,5672.926784,41662, yr 1960,
Sierra Leone,Sub-Saharan Africa,33.335,1080.696943,2396304, yr 1960,5.647
Somalia,Sub-Saharan Africa,35.979,1304.433808,2955803, yr 1960,7.25
Somaliland,Sub-Saharan Africa,,,, yr 1960,
South Africa,Sub-Saharan Africa,49.048,5545.680612,17416653, yr 1960,6.446
Sudan,Sub-Saharan Africa,42.995,1935.052657,10588993, yr 1960,6.625
Swaziland,Sub-Saharan Africa,44.258,1428.807539,351842, yr 1960,6.717
Tanzania,Sub-Saharan Africa,43.655,708.8732109,, yr 1960,6.806
Togo,Sub-Saharan Africa,44.756,1011.3063,1455900, yr 1960,6.521
Uganda,Sub-Saharan Africa,43.965,788.6910934,7261862, yr 1960,6.999
Zambia,Sub-Saharan Africa,45.095,1540.598657,3254000, yr 1960,7.018
Zimbabwe,Sub-Saharan Africa,51.497,526.7790774,4010933, yr 1960,7.158
Afghanistan,South Asia,31.126,868.4982226,9829450, yr 1960,7.7
Bangladesh,South Asia,40.209,679,54621538, yr 1960,6.81
Bhutan,South Asia,37.076,,867000, yr 1960,6.67
India,South Asia,42.435,696,434000000, yr 1960,5.872
Maldives,South Asia,43.578,,92247, yr 1960,7
Nepal,South Asia,38.47,640.7977296,10034723, yr 1960,6.154
Pakistan,South Asia,49.38,744,50386898, yr 1960,6.581
Sri Lanka,South Asia,57.508,1072.214523,9879178, yr 1960,5.541
Algeria,Middle East & North Africa,46.955,3716.788679,10909294, yr 1960,7.329
Bahrain,Middle East & North Africa,55.361,12373.90803,156648, yr 1960,7.09
Djibouti,Middle East & North Africa,38.522,3043.199351,78417, yr 1960,7.816
Egypt,Middle East & North Africa,,1562.959236,26846610, yr 1960,6.65
Iran,Middle East & North Africa,,3660.176873,21577000, yr 1960,7.016
Iraq,Middle East & North Africa,50.133,7086.007215,6822030, yr 1960,6.252
Israel,Middle East & North Africa,68.703,6291.246207,2141495, yr 1960,3.856
Jordan,Middle East & North Africa,46.817,2088.366399,848515, yr 1960,7.687
Kuwait,Middle East & North Africa,59.136,104014.691,292229, yr 1960,7.251
Lebanon,Middle East & North Africa,60.933,5416.835365,1786235, yr 1960,5.731
Libya,Middle East & North Africa,46.56,4902.712549,1337947, yr 1960,7.057
Morocco,Middle East & North Africa,46.684,1536.618298,12423434, yr 1960,7.17
Oman,Middle East & North Africa,41.515,2522.625155,599292, yr 1960,7.2
Qatar,Middle East & North Africa,52.81,,45183, yr 1960,6.971
Saudi Arabia,Middle East & North Africa,44.314,9726.957613,4718301, yr 1960,7.216
Syria,Middle East & North Africa,,1922.77016,4532557, yr 1960,7.537
Tunisia,Middle East & North Africa,48.339,1616.323816,4149157, yr 1960,7.182
United Arab Emirates,Middle East & North Africa,52.934,,103048, yr 1960,6.928
West Bank and Gaza,Middle East & North Africa,46.818,2039.717191,1113446, yr 1960,
"Yemen, Rep.",Middle East & North Africa,34.543,815.9216766,5871831, yr 1960,8.346
Yemen Arab Republic (Former),Middle East & North Africa,,,, yr 1960,
Yemen Democratic (Former),Middle East & North Africa,,,, yr 1960,
Anguilla,America,,,5648, yr 1960,
Antigua and Barbuda,America,,,54500, yr 1960,
Argentina,America,65.228,6984.75572,20616009, yr 1960,3.109
Aruba,America,65.676,,57203, yr 1960,4.82
Bahamas,America,,13685.51115,112234, yr 1960,4.478
Barbados,America,64.504,5319.738549,232339, yr 1960,4.529
Belize,America,61.429,1868.455953,91863, yr 1960,6.5
Bermuda,America,,26177.3742,44365, yr 1960,
Bolivia,America,42.669,2117.78193,3434073, yr 1960,6.696
Brazil,America,54.507,3044.128443,71694810, yr 1960,6.21
British Virgin Islands,America,,,7383, yr 1960,
Canada,America,71.04,12701.48312,18266765, yr 1960,3.88
Cayman Islands,America,,,7661, yr 1960,
Chile,America,57.031,4321.773456,7585349, yr 1960,5.582
Colombia,America,56.715,2399.030025,15952727, yr 1960,6.807
Costa Rica,America,61.606,3374.87672,1248022, yr 1960,7.311
Cuba,America,63.894,5194.754416,7027210, yr 1960,4.182
Dominica,America,,,, yr 1960,
Dominican Rep.,America,,1552.737916,3231488, yr 1960,7.555
Ecuador,America,53.12,4012.404587,4415956, yr 1960,6.716
El Salvador,America,51.303,3468.953149,2581583, yr 1960,6.728
Falkland Islands (Malvinas),America,,,, yr 1960,
French Guiana,America,57.577,,32243, yr 1960,4.967
Grenada,America,63.361,,90148, yr 1960,6.743
Guadeloupe,America,63.396,,268888, yr 1960,5.641
Guatemala,America,45.534,2696.633625,3975707, yr 1960,6.534
Guyana,America,56.12,2197.296581,571083, yr 1960,6.474
Haiti,America,42.176,1780.912456,3722743, yr 1960,6.324
Honduras,America,46.301,2262.218016,1951640, yr 1960,7.458
Jamaica,America,64.283,5113.571329,1631784, yr 1960,5.419
Martinique,America,62.61,,281802, yr 1960,5.617
Mexico,America,57.065,4433.085384,38578505, yr 1960,6.783
Montserrat,America,,,12145, yr 1960,
Netherlands Antilles,America,65.682,,136282, yr 1960,4.82
Nicaragua,America,46.996,3248.304481,1492698, yr 1960,7.336
Panama,America,60.808,3119.954951,1147610, yr 1960,5.943
Paraguay,America,63.792,2016.412249,1909538, yr 1960,6.5
Peru,America,47.701,4486.392408,9931000, yr 1960,6.876
Puerto Rico,America,69.304,4502.882087,2358000, yr 1960,4.657
Saint Barthélemy,America,,,, yr 1960,
Saint Martin,America,,,, yr 1960,
Saint-Pierre-et-Miquelon,America,,,4919, yr 1960,
Saint Kitts and Nevis,America,,,51112, yr 1960,
Saint Lucia,America,,,87687, yr 1960,6.967
Saint Vincent and the Grenadines,America,,2277.311584,81021, yr 1960,7.224
Suriname,America,59.683,,284506, yr 1960,6.608
Trinidad and Tobago,America,63.52,4795.859286,841150, yr 1960,5.237
Turks and Caicos Islands,America,,,5726, yr 1960,
United States,America,69.91,18175.42607,180671000, yr 1960,3.591
Uruguay,America,67.894,5720.89135,2530969, yr 1960,2.881
Abkhazia,Europe & Central Asia,,,, yr 1960,
Akrotiri and Dhekelia,Europe & Central Asia,,,, yr 1960,
Albania,Europe & Central Asia,62.253,2220.342696,1623114, yr 1960,5.951
Andorra,Europe & Central Asia,,,8392, yr 1960,
Armenia,Europe & Central Asia,65.985,,1868852, yr 1960,4.55
Austria,Europe & Central Asia,68.78,10083.83005,7047437, yr 1960,2.69
Azerbaijan,Europe & Central Asia,61.008,,3881546, yr 1960,5.571
Belarus,Europe & Central Asia,71.85,,8167918, yr 1960,2.743
Belgium,Europe & Central Asia,69.65,10076.60249,9118700, yr 1960,2.602
Bosnia and Herzegovina,Europe & Central Asia,60.33,1638.058291,3240000, yr 1960,4.052
Bulgaria,Europe & Central Asia,69.18,3759.16551,7867374, yr 1960,2.211
Channel Islands,Europe & Central Asia,71.268,,109891, yr 1960,2.421
Croatia,Europe & Central Asia,66.123,5248.399613,4036145, yr 1960,2.332
Cyprus,Europe & Central Asia,68.645,,, yr 1960,3.5
Czech Rep.,Europe & Central Asia,,9763.502773,9659818, yr 1960,2.28
Czechoslovakia,Europe & Central Asia,,,13654088, yr 1960,
Denmark,Europe & Central Asia,72.21,11569.47603,4581000, yr 1960,2.543
East Germany,Europe & Central Asia,,,, yr 1960,
Estonia,Europe & Central Asia,69.34,,1210647, yr 1960,1.953
Faeroe Islands,Europe & Central Asia,,,34700, yr 1960,
Finland,Europe & Central Asia,69.01,8562.873298,4429600, yr 1960,2.71
France,Europe & Central Asia,70.4,10244.42072,45670000, yr 1960,2.799
Georgia,Europe & Central Asia,63.614,,4146570, yr 1960,2.964
Germany,Europe & Central Asia,69.787,,, yr 1960,2.42
Gibraltar,Europe & Central Asia,,,24342, yr 1960,
Greece,Europe & Central Asia,68.726,5067.261868,8327405, yr 1960,2.22
Greenland,Europe & Central Asia,,,32498, yr 1960,
Guernsey,Europe & Central Asia,,,46926, yr 1960,
Holy See,Europe & Central Asia,,,906, yr 1960,
Hungary,Europe & Central Asia,68.09,6954.291576,9983512, yr 1960,1.962
Iceland,Europe & Central Asia,74.09,9890.0665,175860, yr 1960,4.069
Ireland,Europe & Central Asia,70.23,6125.349532,2832000, yr 1960,3.861
Isle of Man,Europe & Central Asia,,6891.830384,47689, yr 1960,
Italy,Europe & Central Asia,69.21,7314.830776,50197600, yr 1960,2.369
Jersey,Europe & Central Asia,,,62965, yr 1960,
Kazakhstan,Europe & Central Asia,58.271,,9982014, yr 1960,4.563
Kosovo,Europe & Central Asia,,,6312062, yr 1960,
Kyrgyzstan,Europe & Central Asia,,,2171285, yr 1960,5.166
Latvia,Europe & Central Asia,70.3,,2115183, yr 1960,1.899
Liechtenstein,Europe & Central Asia,,,16426, yr 1960,
Lithuania,Europe & Central Asia,70.28,,2764864, yr 1960,2.536
Luxembourg,Europe & Central Asia,69.07,17086.72171,313969, yr 1960,2.349
"Macedonia, FYR",Europe & Central Asia,60.715,3206.907548,1366198, yr 1960,4.128
Malta,Europe & Central Asia,68.644,2300.590224,328517, yr 1960,3.456
Moldova,Europe & Central Asia,61.419,,2998981, yr 1960,3.328
Monaco,Europe & Central Asia,,,20757, yr 1960,
Montenegro,Europe & Central Asia,62.513,,7932423, yr 1960,2.634
Netherlands,Europe & Central Asia,,,, yr 1960,
Ngorno-Karabakh,Europe & Central Asia,,,, yr 1960,
Northern Cyprus,Europe & Central Asia,,,, yr 1960,
Norway,Europe & Central Asia,73.58,11481,3581239, yr 1960,2.88
Poland,Europe & Central Asia,67.86,5137.593634,29589842, yr 1960,2.974
Portugal,Europe & Central Asia,64.25,4196.145957,9036700, yr 1960,3.068
Romania,Europe & Central Asia,65.682,4349.18681,18403414, yr 1960,2.243
Russia,Europe & Central Asia,,,119631633, yr 1960,2.723
San Marino,Europe & Central Asia,,,15406, yr 1960,
Serbia,Europe & Central Asia,63.213,,, yr 1960,2.634
Serbia and Montenegro,Europe & Central Asia,,,7932423, yr 1960,
Serbia excluding Kosovo,Europe & Central Asia,,,6312062, yr 1960,
Slovak Republic,Europe & Central Asia,70.35,7205.561032,3994270, yr 1960,3.09
Slovenia,Europe & Central Asia,68.675,7092.191728,1557756, yr 1960,2.323
South Ossetia,Europe & Central Asia,,,, yr 1960,
Spain,Europe & Central Asia,69.27,4603.06757,30641187, yr 1960,2.832
Svalbard,Europe & Central Asia,,,, yr 1960,
Sweden,Europe & Central Asia,73.04,11952,7480395, yr 1960,2.294
Switzerland,Europe & Central Asia,71.44,19059.00518,5362000, yr 1960,2.449
Tajikistan,Europe & Central Asia,56.226,,2080556, yr 1960,6.235
Transnistria,Europe & Central Asia,,,, yr 1960,
Turkey,Europe & Central Asia,50.264,2666.1651,28217122, yr 1960,6.313
Turkmenistan,Europe & Central Asia,54.467,,1584820, yr 1960,6.415
Ukraine,Europe & Central Asia,71.06,,42644035, yr 1960,2.454
